,time,timeCheck,next_opportunity_time,rollangle,omega,errorAngle,controlTorque
0,2023-06-12 21:49:51+00:00,2023-06-12 21:49:51+00:00,,0.9374120064169088,,,
1,2023-06-12 21:49:52.800000+00:00,2023-06-12 21:49:51+00:00,,0.9374120064169088,,,
2,2023-06-12 21:49:54.600000+00:00,2023-06-12 21:49:52.800000+00:00,,0.9374120064169088,,,
3,2023-06-12 21:49:56.400000+00:00,2023-06-12 21:49:52.800000+00:00,,0.9374120064169088,,,
4,2023-06-12 21:49:58.200000+00:00,2023-06-12 21:49:54.600000+00:00,,0.9374120064169088,,,
5,2023-06-12 21:50:00+00:00,2023-06-12 21:49:54.600000+00:00,,0.9374120064169088,,,
6,2023-06-12 21:50:01.800000+00:00,2023-06-12 21:49:56.400000+00:00,,0.9374120064169088,,,
7,2023-06-12 21:50:03.600000+00:00,2023-06-12 21:49:56.400000+00:00,,0.9374120064169088,,,
8,2023-06-12 21:50:05.400000+00:00,2023-06-12 21:49:58.200000+00:00,,0.9374120064169088,,,
9,2023-06-12 21:50:07.200000+00:00,2023-06-12 21:49:58.200000+00:00,,0.9374120064169088,,,
10,2023-06-12 21:50:09+00:00,2023-06-12 21:50:00+00:00,,0.9374120064169088,,,
11,2023-06-12 21:50:10.800000+00:00,2023-06-12 21:50:00+00:00,,0.9374120064169088,,,
12,2023-06-12 21:50:12.600000+00:00,2023-06-12 21:50:01.800000+00:00,,0.9374120064169088,,,
13,2023-06-12 21:50:14.400000+00:00,2023-06-12 21:50:01.800000+00:00,,0.9374120064169088,,,
14,2023-06-12 21:50:16.200000+00:00,2023-06-12 21:50:03.600000+00:00,,0.9374120064169088,,,
15,2023-06-12 21:50:18+00:00,2023-06-12 21:50:03.600000+00:00,,0.9374120064169088,,,
16,2023-06-12 21:50:19.800000+00:00,2023-06-12 21:50:05.400000+00:00,,0.9374120064169088,,,
17,2023-06-12 21:50:21.600000+00:00,2023-06-12 21:50:05.400000+00:00,,0.9374120064169088,,,
18,2023-06-12 21:50:23.400000+00:00,2023-06-12 21:50:07.200000+00:00,,0.9374120064169088,,,
19,2023-06-12 21:50:25.200000+00:00,2023-06-12 21:50:07.200000+00:00,,0.9374120064169088,,,
20,2023-06-12 21:50:27+00:00,2023-06-12 21:50:09+00:00,,0.9374120064169088,,,
21,2023-06-12 21:50:28.800000+00:00,2023-06-12 21:50:09+00:00,,0.9374120064169088,,,
22,2023-06-12 21:50:30.600000+00:00,2023-06-12 21:50:10.800000+00:00,,0.9374120064169088,,,
23,2023-06-12 21:50:32.400000+00:00,2023-06-12 21:50:10.800000+00:00,,0.9374120064169088,,,
24,2023-06-12 21:50:34.200000+00:00,2023-06-12 21:50:12.600000+00:00,,0.9374120064169088,,,
25,2023-06-12 21:50:36+00:00,2023-06-12 21:50:12.600000+00:00,,0.9374120064169088,,,
26,2023-06-12 21:50:37.800000+00:00,2023-06-12 21:50:14.400000+00:00,,0.9374120064169088,,,
27,2023-06-12 21:50:39.600000+00:00,2023-06-12 21:50:14.400000+00:00,,0.9374120064169088,,,
28,2023-06-12 21:50:41.400000+00:00,2023-06-12 21:50:16.200000+00:00,,0.9374120064169088,,,
29,2023-06-12 21:50:43.200000+00:00,2023-06-12 21:50:16.200000+00:00,,0.9374120064169088,,,
30,2023-06-12 21:50:45+00:00,2023-06-12 21:50:18+00:00,,0.9374120064169088,,,
31,2023-06-12 21:50:46.800000+00:00,2023-06-12 21:50:18+00:00,,0.9374120064169088,,,
32,2023-06-12 21:50:48.600000+00:00,2023-06-12 21:50:19.800000+00:00,,0.9374120064169088,,,
33,2023-06-12 21:50:50.400000+00:00,2023-06-12 21:50:19.800000+00:00,,0.9374120064169088,,,
34,2023-06-12 21:50:52.200000+00:00,2023-06-12 21:50:21.600000+00:00,,0.9374120064169088,,,
35,2023-06-12 21:50:54+00:00,2023-06-12 21:50:21.600000+00:00,,0.9374120064169088,,,
36,2023-06-12 21:50:55.800000+00:00,2023-06-12 21:50:23.400000+00:00,,0.9374120064169088,,,
37,2023-06-12 21:50:57.600000+00:00,2023-06-12 21:50:23.400000+00:00,,0.9374120064169088,,,
38,2023-06-12 21:50:59.400000+00:00,2023-06-12 21:50:25.200000+00:00,,0.9374120064169088,,,
39,2023-06-12 21:51:01.200000+00:00,2023-06-12 21:50:25.200000+00:00,,0.9374120064169088,,,
40,2023-06-12 21:51:03+00:00,2023-06-12 21:50:27+00:00,,0.9374120064169088,,,
41,2023-06-12 21:51:04.800000+00:00,2023-06-12 21:50:27+00:00,,0.9374120064169088,,,
42,2023-06-12 21:51:06.600000+00:00,2023-06-12 21:50:28.800000+00:00,,0.9374120064169088,,,
43,2023-06-12 21:51:08.400000+00:00,2023-06-12 21:50:28.800000+00:00,,0.9374120064169088,,,
44,2023-06-12 21:51:10.200000+00:00,2023-06-12 21:50:30.600000+00:00,,0.9374120064169088,,,
45,2023-06-12 21:51:12+00:00,2023-06-12 21:50:30.600000+00:00,,0.9374120064169088,,,
46,2023-06-12 21:51:13.800000+00:00,2023-06-12 21:50:32.400000+00:00,,0.9374120064169088,,,
47,2023-06-12 21:51:15.600000+00:00,2023-06-12 21:50:32.400000+00:00,,0.9374120064169088,,,
48,2023-06-12 21:51:17.400000+00:00,2023-06-12 21:50:34.200000+00:00,,0.9374120064169088,,,
49,2023-06-12 21:51:19.200000+00:00,2023-06-12 21:50:34.200000+00:00,,0.9374120064169088,,,
50,2023-06-12 21:51:21+00:00,2023-06-12 21:50:36+00:00,,0.9374120064169088,,,
51,2023-06-12 21:51:22.800000+00:00,2023-06-12 21:50:36+00:00,,0.9374120064169088,,,
52,2023-06-12 21:51:24.600000+00:00,2023-06-12 21:50:37.800000+00:00,,0.9374120064169088,,,
53,2023-06-12 21:51:26.400000+00:00,2023-06-12 21:50:37.800000+00:00,,0.9374120064169088,,,
54,2023-06-12 21:51:28.200000+00:00,2023-06-12 21:50:39.600000+00:00,,0.9374120064169088,,,
55,2023-06-12 21:51:30+00:00,2023-06-12 21:50:39.600000+00:00,,0.9374120064169088,,,
56,2023-06-12 21:51:31.800000+00:00,2023-06-12 21:50:41.400000+00:00,,0.9374120064169088,,,
57,2023-06-12 21:51:33.600000+00:00,2023-06-12 21:50:41.400000+00:00,,0.9374120064169088,,,
58,2023-06-12 21:51:35.400000+00:00,2023-06-12 21:50:43.200000+00:00,,0.9374120064169088,,,
59,2023-06-12 21:51:37.200000+00:00,2023-06-12 21:50:43.200000+00:00,,0.9374120064169088,,,
60,2023-06-12 21:51:39+00:00,2023-06-12 21:50:45+00:00,,0.9374120064169088,,,
61,2023-06-12 21:51:40.800000+00:00,2023-06-12 21:50:45+00:00,,0.9374120064169088,,,
62,2023-06-12 21:51:42.600000+00:00,2023-06-12 21:50:46.800000+00:00,,0.9374120064169088,,,
63,2023-06-12 21:51:44.400000+00:00,2023-06-12 21:50:46.800000+00:00,,0.9374120064169088,,,
64,2023-06-12 21:51:46.200000+00:00,2023-06-12 21:50:48.600000+00:00,,0.9374120064169088,,,
65,2023-06-12 21:51:48+00:00,2023-06-12 21:50:48.600000+00:00,,0.9374120064169088,,,
66,2023-06-12 21:51:49.800000+00:00,2023-06-12 21:50:50.400000+00:00,,0.9374120064169088,,,
67,2023-06-12 21:51:51.600000+00:00,2023-06-12 21:50:50.400000+00:00,,0.9374120064169088,,,
68,2023-06-12 21:51:53.400000+00:00,2023-06-12 21:50:52.200000+00:00,,0.9374120064169088,,,
69,2023-06-12 21:51:55.200000+00:00,2023-06-12 21:50:52.200000+00:00,,0.9374120064169088,,,
70,2023-06-12 21:51:57+00:00,2023-06-12 21:50:54+00:00,,0.9374120064169088,,,
71,2023-06-12 21:51:58.800000+00:00,2023-06-12 21:50:54+00:00,,0.9374120064169088,,,
72,2023-06-12 21:52:00.600000+00:00,2023-06-12 21:50:55.800000+00:00,,0.9374120064169088,,,
73,2023-06-12 21:52:02.400000+00:00,2023-06-12 21:50:55.800000+00:00,,0.9374120064169088,,,
74,2023-06-12 21:52:04.200000+00:00,2023-06-12 21:50:57.600000+00:00,,0.9374120064169088,,,
75,2023-06-12 21:52:06+00:00,2023-06-12 21:50:57.600000+00:00,,0.9374120064169088,,,
76,2023-06-12 21:52:07.800000+00:00,2023-06-12 21:50:59.400000+00:00,,0.9374120064169088,,,
77,2023-06-12 21:52:09.600000+00:00,2023-06-12 21:50:59.400000+00:00,,0.9374120064169088,,,
78,2023-06-12 21:52:11.400000+00:00,2023-06-12 21:51:01.200000+00:00,,0.9374120064169088,,,
79,2023-06-12 21:52:13.200000+00:00,2023-06-12 21:51:01.200000+00:00,,0.9374120064169088,,,
80,2023-06-12 21:52:15+00:00,2023-06-12 21:51:03+00:00,,0.9374120064169088,,,
81,2023-06-12 21:52:16.800000+00:00,2023-06-12 21:51:03+00:00,,0.9374120064169088,,,
82,2023-06-12 21:52:18.600000+00:00,2023-06-12 21:51:04.800000+00:00,,0.9374120064169088,,,
83,2023-06-12 21:52:20.400000+00:00,2023-06-12 21:51:04.800000+00:00,,0.9374120064169088,,,
84,2023-06-12 21:52:22.200000+00:00,2023-06-12 21:51:06.600000+00:00,,0.9374120064169088,,,
85,2023-06-12 21:52:24+00:00,2023-06-12 21:51:06.600000+00:00,,0.9374120064169088,,,
